INC000002726661;Atrasou;00 00:56:20;7259APL-SISFIN;*ERRO DE INTEGRAÇÃO DO NOVO SISFIN COM SIGAL.;12247/2015_CEPTIBR_HIT_AHS_IEPC005_Inc_ResolucaoD45.;22/7/2019 10:24:42
INC000002753612;Atrasou;00 07:16:35;7259APL-SIECM;*EMAIL - SIECM - GEBAN - DOSSIÊ DIGITAL - FALHA NO DATACAP AMBIENTE PRD;00547/2017_CEPTIBR_CTI_SUP_IEPC005_Inc_ResolucaoD45.;15/8/2019 11:27:50
INC000002753612;Atrasou;00 22:40:58;7259APL-SIECM;*EMAIL - SIECM - GEBAN - DOSSIÊ DIGITAL - FALHA NO DATACAP AMBIENTE PRD;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;15/8/2019 11:27:50
INC000002767579;Atrasou;00 03:25:54;7259INA-CONNECT-HAICNT00-I1DF;*EMAIL - ERRO CONNECT - Falha conexão CONNECT I1;00547/2017_CEPTIBR_CTI_SUP_IEPC005_Inc_ResolucaoD45.;26/8/2019 02:08:10
INC000002767679;Atrasou;00 02:00:23;7259SLB-CXEXTRLX040;"*HOMOLOGAÇÃO- SITEC - MÁQUINA DO AMBIENTE SPR DO SITEC ESTÁ NO MODO ""READ ONLY""";12247/2015_CEPTIBR_HIT_AHS_IEPC005_Inc_ResolucaoD45.;26/8/2019 09:53:38
INC000002768186;Atrasou;00 01:45:49;7259INB-ORACLE-ORATQS05-CXEXTRLX007;*TQS- SIICO - INSTÂNCIAS ORACLE RELACIONADAS ABAIXO ESTÃO INDISPONÍVEIS.;00547/2017_CEPTIBR_CTI_SUP_IEPC005_Inc_ResolucaoD45.;26/8/2019 09:13:16
INC000002770908;Atrasou;00 01:38:56;7259SLB-DBRNPAPLLX007;ZBXPRD-SNI-dbrnpapllx007-DISCO: O espaço livre em disco é inferior a 3% no volume /logs;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;26/8/2019 03:30:18
INC000002770925;Atrasou;00 01:02:33;7259APL-SIBAR;MAINVIEW-SIBAR-P5DF-ABARALJBS00 P5DF BROKER INDISPONIVEL - (EXECUT.GROUP < 10) TASKS;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;26/8/2019 04:10:08
INC000002771034;Atrasou;00 01:20:38;7259APL-SIACH;*EMAIL - SIACH - INTERMITÊNCIA;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;26/8/2019 13:23:00
INC000002771669;Atrasou;00 01:00:08;7259MOD-SIPCS-BATCH;CTRLM-SIPCS-PCSTRNP6-MF-ABEND ORDER ID 1NYYI;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;26/8/2019 15:52:13
INC000002772186;Atrasou;00 01:20:12;7259MOD-SIMOV-BATCH;CTRLM-SIMOV-MOVCUB13-MP-ABEND ORDER ID 0vrqg;00547/2017_CEPTIBR_CTI_SUP_IEPC005_Inc_ResolucaoD45.;26/8/2019 21:02:14
INC000002772205;Atrasou;00 02:41:43;7259MOD-SINAF-BATCH;CTRLM-SINAF-NAF00MZB-MF-ABEND ORDER ID DRG8W;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;26/8/2019 22:00:23
INC000002776717;Atrasou;00 02:24:50;7259SLM-MO7366UX0106;DES-OMS-SBX-mo7366ux0106-The current status of the target is Down;00547/2017_CEPTIBR_CTI_SUP_IEPC005_Inc_ResolucaoD45.;30/8/2019 16:38:51
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
