INC000002785627;Atrasou;00 01:05:15;7259INI-ORACLE-ORAPRD071-CX0000LX092;*SEMÁFORO - ORACLE - ORAPRD171;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 17:33:25
INC000002785837;Atrasou;00 01:08:49;7259INI-ORACLE-ORAPRD101-CX0000UX2320;SEMÁFORO - ORACLE - ORAPRD101;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 07:31:16
INC000002786628;Atrasou;00 02:10:10;7259MOD-SIAOI-BATCH;CTRLM-SIAOI-AOIAL512-MF-ABEND ORDER ID DWVON;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 03:00:13
INC000002786643;Atrasou;00 01:22:06;7259MOD-SIAPX-BATCH;CTRLM-SIAPX-APX04ME1-MF-TEMPO EXCEDIDO ORDER ID DWWFY;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 03:38:13
INC000002786648;Atrasou;00 01:22:18;7259MOD-SITAH-BATCH;CTRLM-SITAH-ACI01MZD-MF-ABEND ORDER ID DWVN2;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 03:48:44
INC000002786729;Atrasou;00 01:34:57;7259MOD-SICLI-BATCH;CTRLM-SICLI-CLI80MZA-MF-ABEND ORDER ID DX8PH;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 05:43:38
INC000002786763;Atrasou;00 01:02:29;7259MOD-SIGRC-BATCH;CTRLM-SIGRC-WKF_GDR_EXTRAI_SIDEC_TP1_TP3_TP4-MP-ABEND ORDER ID 0wb2l;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 06:06:18
INC000002786775;Atrasou;00 01:32:46;7259MOD-SEPRD-BATCH;CTRLM-SEPRD-DB2ECSP7-MF-ABEND ORDER ID 8YN6J;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 06:38:54
INC000002786828;Atrasou;00 00:51:58;7259SLB-BDEBRHMPLX0001;ZBXNPRD-SNI-bdebrhmplx0001-bdebrhmplx0001.corecaixa esta indisponivel por ICMP;00547/2017_CEPTIBR_CTI_SUP_IEPC005_Inc_ResolucaoD45.;7/9/2019 08:25:47
INC000002787120;Atrasou;00 01:08:18;7259MOD-SIPCS-BATCH;CTRLM-SIPCS-PCS9N050-MF-ABEND ORDER ID A0VGF;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 18:59:15
INC000002787121;Atrasou;00 01:00:21;7259MOD-SIPCS-BATCH;CTRLM-SIPCS-PCS9N050-MF-ABEND ORDER ID A0VGH;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 18:59:49
INC000002787122;Atrasou;00 01:08:59;7259MOD-SIPCS-BATCH;CTRLM-SIPCS-PCS9N050-MF-ABEND ORDER ID A0VGJ;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 19:00:04
INC000002787123;Atrasou;00 01:10:42;7259MOD-SIPCS-BATCH;CTRLM-SIPCS-PCS9N050-MF-ABEND ORDER ID A0VGK;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;7/9/2019 19:00:27
INC000002791911;Atrasou;00 03:03:05;7260APL-SIRCW;Zabbix - SIRCW - SIFWC - Valida Certificado Tempo de resposta: 6263 ms;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60.;10/9/2019 17:57:22
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
